Testlet Code,Text
Testlet2100003,"comes to. It is a mere question of figures, a case of simple arithmetic. . . .</div>In such terms Mr. Gradgrind always mentally introduced himself, whether to his private circle of acquaintance, or to the public in general. In such terms, no doubt, substituting the words &#8220;boys and girls,&#8221; for &#8220;sir,&#8221; Thomas Gradgrind now presented Thomas Gradgrind to the little pitchers before him, who were to be filled so full of facts.</div><u>Indeed, as he eagerly sparkled at them from the cellarage</u><sup>2</sup> <u>before mentioned, he seemed a kind of cannon loaded to the muzzle with facts, and prepared to blow them clean out of the regions of childhood at one discharge.</u></div>"
Testlet2100003,"He seemed a galvanizing apparatus, too, charged with a grim mechanical substitute for the tender young imaginations that were to be stormed away.</div>&#8220;Girl number twenty,&#8221; said Mr. Gradgrind, squarely pointing with his square forefinger, &#8220;I don&#8217;t know that girl. Who is that girl?&#8221;</div>&#8220;Sissy Jupe, sir,&#8221; explained number twenty, blushing, standing up, and curtseying.</div>&#8220;Sissy is not a name,&#8221; said Mr. Gradgrind. &#8220;Don&#8217;t call yourself Sissy. Call yourself Cecilia.&#8221;</div>&#8220;It&#8217;s father as calls me Sissy, sir,&#8221; returned the young girl in a trembling voice, and with another curtsey.</div>"
Testlet2100003,"&#8220;Then he has no business to do it,&#8221; said Mr. Gradgrind. &#8220;Tell him he mustn&#8217;t. Cecilia Jupe. Let me see. What is your father?&#8221;</div>&#8220;He belongs to the horse-riding, if you please, sir.&#8221;</div>Mr. Gradgrind frowned, and waved off the objectionable calling with his hand. &#8220;We don&#8217;t want to know anything about that, here. You mustn&#8217;t tell us about that, here. Your father breaks horses,<sup>3</sup> don&#8217;t he?&#8221;</div>&#8220;If you please, sir, when they can get any to break, they do break horses in the ring, sir.&#8221;</div>&#8220;You mustn&#8217;t tell us about the ring, here. Very well, then. Describe your father as a</div>"
Testlet2100003,"horsebreaker. He doctors sick horses, I dare say?&#8221;</div>&#8220;Oh yes, sir.&#8221;</div>&#8220;Very well, then. He is a veterinary surgeon, a farrier, and horsebreaker. Give me your definition of a horse.&#8221;</div>(Sissy Jupe thrown into the greatest alarm by this demand.)</div>&#8220;Girl number twenty unable to define a horse!&#8221; said Mr. Gradgrind, for the general behoof of all the little pitchers. &#8220;Girl number twenty possessed of no facts, in reference to one of the commonest of animals! Some boy&#8217;s definition of a horse. Bitzer, yours.&#8221;. . .</div>"
Testlet2100003,"<div class='passageMiscBT absBottom'><div class='passageMisc'>1. &#8220;Murdering the Innocents&#8221; refers to a biblical event in which the Roman King Herod ordered all the male children of the town of Bethlehem killed because he had heard a prediction that his successor had been born there.</div><div class='passageMisc'>2. In this sentence, Gradgrind&#8217;s cellarage is his face.</div><div class='passageMisc'>3. To break a horse means to train it to carry a rider or to pull a wagon.</div></div>"
Testlet2100003,"Picture 1</h1><div class='passageMisc'><i>This is a drawing of a classroom during the Industrial Revolution.</i></div><div class='passageBody alignCenter'><img alt='A black and white drawing of a large classroom with wooden floors.' aria-describedby='RC_L10_L02_055_tab2_page1.png_DescribeId' src='{cdnPath}/images/RC_L10_L02_055_tab2_page1.png'/><div class='screen-reader-only' id='RC_L10_L02_055_tab2_page1.png_DescribeId'>The drawing shows a large open room, with large windows and many rows of desks in the center of the room. There are about 50 people in this room. There are 3 women and 2 men and the rest are children. Few of the people are at the desks. Instead, most of the students are gathered around the teachers on the sides of the room in a loosely organized fashion, but generally according to their varying ages. One girl writes on a large paper she has spread on the ground, near the bare feet of some of her classmates, while a few boys look on from a nearby desk bench. </div></div>"
Testlet2100003,"Picture 2</h1><div class='passageMisc'><i>This is a picture of boys who worked to break large pieces of coal into smaller pieces that could be used in factories. An older boy on the right is taking a break with his coal shovel. Although some children went to school during the Industrial Revolution, many worked instead.</i></div><div class='passageBody alignCenter'><img src='{cdnPath}/images/RC_L10_L02_055_tab2_page2.png' alt='A black and white photograph shows rows and rows of school-aged boys bent over coal bins, breaking coal in a dark and dusty room. ' /></div>"
Testlet2100006,"<div class='passageMisc'><i>William Ernest Henley was a British poet, editor, and critic, who lived from 1849 to 1903. He suffered from tuberculosis and endured countless surgeries for his condition. The poem &#8220;Invictus&#8221; (Latin for &#8220;undefeated&#8221;) was inspired by his recovery. The poem has been quoted in movies and is noted as a favorite of several world figures, including Nobel Peace Prize winners Nelson Mandela and Aung San Suu Kyi.</i></div>Invictus<span class='author'>by William Ernest Henley</span></h1><div class='passageMisc'><u>Out of the night that covers me,<br/>Black as the Pit from pole to pole,</u><br/>I thank whatever gods may be<br/>For my unconquerable soul.</div><div class='passageMisc'>In the fell clutch of circumstance<br/>I have not winced nor cried aloud.<br/>Under the <u>bludgeonings</u> of chance<br/>My head is bloody, but unbowed.</div>"
Testlet2100006,"<div class='passageMisc'>Beyond this place of wrath and tears<br/>Looms but the Horror of the shade,<br/>And yet the menace of the years<br/>Finds, and shall find, me unafraid.</div><div class='passageMisc'>It matters not how strait the gate,<br/>How charged with punishments the scroll.<br/>I am the master of my fate:<br/>I am the captain of my soul.</div>"
Testlet2100004,"<div class='passageMisc'>The Red Badge of Courage <i>is a novel by Stephen Crane written in 1895 about the Civil War. In this excerpt from Chapter 1, Private Henry Fleming is a new recruit who has not yet participated in a battle.</i></div>Excerpt from<br /><i>The Red Badge of Courage</i><span class='author'>by Stephen Crane</span></h1>. . . The youth was in a little trance of astonishment. So they were at last going to fight. . . .</div>He had, of course, dreamed of battles all his life&mdash;of vague and bloody conflicts that had thrilled him with their sweep and fire. In visions he had seen himself in many struggles. He had imagined peoples secure in the shadow of his eagle-eyed [skill]. But</div>"
Testlet2100004,"awake he had regarded battles as crimson blotches on the pages of the past. He had put them as things of the bygone with his thought-images of heavy crowns and high castles. There was a portion of the world&#8217;s history which he had regarded as the time of wars, but it, he thought, had been long gone over the horizon and had disappeared forever.</div>From his home his youthful eyes had looked upon the war in his own country with distrust. It must be some sort of a play affair. He had long despaired of witnessing a Greeklike struggle.<sup>1</sup> Such would be no more, he had said. Men were better, or more timid. Secular and religious education had [erased] the</div>"
Testlet2100004,"throat-grappling instinct, or else firm finance held in check the passions.</div>He had burned several times to enlist. Tales of great movements shook the land. They might not be distinctly Homeric,<sup>2</sup> but there seemed to be much glory in them. He had read of marches, sieges, conflicts, and he had longed to see it all. His busy mind had drawn for him large pictures extravagant in color, lurid with breathless deeds.</div>But his mother had discouraged him. She had affected to look with some contempt upon the quality of his war ardor and patriotism. She could calmly seat herself and with no apparent difficulty give him many hundreds of reasons why he was of vastly more</div>"
Testlet2100004,"importance on the farm than on the field of battle. She had had certain ways of expression that told him that her statements on the subject came from a deep conviction. Moreover, on her side, was his belief that her ethical motive in the argument was impregnable.</div>At last, however, he had made firm rebellion against this yellow light thrown upon the color of his ambitions. The newspapers, the gossip of the village, his own picturings, had aroused him to an uncheckable degree. They were in truth fighting finely down there. Almost every day the newspaper printed accounts of a decisive victory. . . .</div>"
